0.51335, 0.51724
0.53264, 0.53448
0.58825, 0.60345
0.61035, 0.62069
0.62792, 0.63793
0.66459, 0.67241
0.68760, 0.70690
0.72363, 0.74138
0.76155, 0.77586
0.78793, 0.81034
0.82453, 0.84483
0.86244, 0.89924
0.90630, 0.94947
0.95238, 1.0014
0.99515, 1.0547
1.0428, 1.0916
1.0865, 1.1427
1.1847, 1.2349
1.2379, 1.3078
1.2825, 1.3444
1.3477, 1.4014
1.4163, 1.4435
1.4883, 1.4995
1.5640, 1.5668
1.6435, 1.6453
1.8201, 1.8457
1.9072, 1.9429
2.0049, 2.0165
2.1061, 2.1285
2.2174, 2.2447
2.4484, 2.4260
2.5237, 2.5278
2.6171, 2.6186
2.7143, 2.7113
2.8361, 2.8600
3.1261, 3.0985
3.2974, 3.2765
3.4586, 3.4373
3.8045, 3.7616
4.0135, 3.9524
4.1699, 4.0715
4.4869, 4.3784
4.6574, 4.5669
4.8552, 4.7347
5.2588, 5.0817
5.4766, 5.2599
5.6342, 5.4082
6.0483, 5.7491
6.2754, 5.9602
6.5745, 6.1860
6.8733, 6.4154
7.2104, 6.6874
7.5175, 6.8982
7.8545, 7.1840
8.0948, 7.3290
8.4219, 7.5473
8.8514, 7.8303
9.1600, 8.0232
9.5566, 8.2732
9.9544, 8.5266
10.346, 8.7363
10.827, 8.9973
11.221, 9.2176
11.713, 9.4612
12.174, 9.7024
12.615, 9.8827
13.021, 10.071
13.672, 10.343
14.250, 10.581
14.975, 10.849
15.736, 11.112
16.536, 11.365
17.377, 11.614
18.261, 11.845
19.189, 12.078
20.165, 12.300
21.191, 12.513
22.268, 12.726
23.401, 12.925
24.591, 13.118
25.841, 13.301
27.155, 13.475
28.536, 13.648
29.987, 13.805
31.512, 13.965
33.115, 14.121
34.799, 14.268
36.568, 14.404
38.428, 14.537
40.382, 14.668
42.436, 14.805
44.593, 14.935
46.861, 15.048
49.244, 15.160
51.748, 15.292
54.380, 15.415
57.145, 15.538
60.051, 15.657
63.105, 15.777
66.314, 15.898
69.686, 16.016
73.230, 16.145
76.954, 16.271
80.867, 16.396
84.979, 16.525
89.301, 16.658
93.842, 16.784
98.725, 16.915
103.63, 17.044
108.90, 17.172
114.44, 17.302
120.26, 17.433
126.37, 17.560
132.80, 17.683
139.55, 17.806
146.65, 17.927
154.10, 18.045
161.94, 18.159
170.18, 18.257
178.83, 18.331
187.92, 18.378
197.55, 18.411
